clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id
Joke about a coon-hunt (III),James,"Hall
",,New Orleans,Treme Interviews,Interview with Iona Raybon and Beatrice Austin in the Treme neighborhood.,1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,647
"""Sittin' On Top of the World""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,648
"""Sittin' On Top of the World""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,649
"Sam Chatmon on ""Sittin' On Top of the World""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,650
"Sam Chatmon on ""Sittin' On Top of the World""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,651
"""Corrina""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,652
"""Corrina""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,653
"""Cold Blooded Murderer""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,654
"""Cold Blooded Murderer""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,655
"""Make Me A Pallet On the Floor""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,656
"""Make Me A Pallet On the Floor""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,657
Unidentified blues,Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,658
Unidentified blues,Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,659
Sam Chatmon discusses his father,Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,660
Sam Chatmon discusses his father,Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,661
"""Little Liza Jane""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,662
"""Little Liza Jane""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,663
"""Can't Get the Saddle On the Old Grey Mule""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,664
"""Can't Get the Saddle On the Old Grey Mule""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,665
"""The Preacher and the Bear""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,666
"""The Preacher and the Bear""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,667
"""Rosie"" (I)",Joe,"Savage
",,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,Mississippi Delta and Hill Country 1978,668
"""Rosie"" (I)",Joe,"Savage
",,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,669
"""Rosie"" (I)",Walter,"Brown
",,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,Mississippi Delta and Hill Country 1978,670
"""Rosie"" (I)",Walter,"Brown
",,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,671
Sam Chatmon on segregation,Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,672
Sam Chatmon on segregation,Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,673
Sam Chatmon on his musical family,Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,674
Sam Chatmon on his musical family,Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,675
"""Sugar Blues""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,676
"""Sugar Blues""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,677
"""Hollandale Blues""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,678
"""Hollandale Blues""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,679
"""The Last Time""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,680
"""The Last Time""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,681
"""Buy A Bale of Cotton Now""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,682
"""Buy A Bale of Cotton Now""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,683
"""That's All Right""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,684
"""That's All Right""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,685
"""Prowling Groundhog""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,686
"""Prowling Groundhog""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,687
"""Bumblebee Blues""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,688
"""Bumblebee Blues""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,689
"""T.B. Blues""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,690
"""T.B. Blues""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,691
"""Trouble In Mind""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,692
"""Trouble In Mind""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,693
"""Careless Love""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,694
"""Careless Love""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,695
"""How Long""",Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,696
"""How Long""",Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,697
Sam Chatmon on the blues,Sam,"Chatmon
",At Sam Chatmon's home,Hollandale,Sam Chatmon,All performances feature Sam Chatmon on vocal and guitar.,1978-08-23T04:00:00.000Z,Mississippi Delta and Hill Country 1978,698
Sam Chatmon on the blues,Sam,"Chatmon
",,New Orleans,66th Annual Zulu Parade,"The 66th Annual Zulu Parade with Himas ""Flo"" Anckle and his Majestic Brass Band, featuring, among others, Nathaniel Gray and Lawrence Trotter.",1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,699
